﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
TAKE_OUT_ITEMS,Take out all items,Вынуть все предметы
TAKE_OUT,Take,Взять
CONFIRM_CAPS,CONFIRM,ПОДТВЕРДИТЬ
BLUEPRINT_RESEARCHED_TITLE,BLUEPRINT RESEARCHED,ЧЕРТЕЖ ИССЛЕДОВАН
BLUEPRINT_RESEARCHED_DESC,I discovered a new Blueprint!,Я открыл новый Чертеж!
PERK_UNLOCKED,PERK UNLOCKED!,НАВЫК РАЗБЛОКИРОВАН!
BUY,Buy,Купить
WEATHER_INDICATOR,Weather:,Погода:
COMPLETE,Complete,Завершить
DRAG_TO_BUILD,(Drag here to build),"(Перетащите сюда, чтобы построить)"
STAT_DETAILS_STATUS,Status:,Статус:
PERK_INSTRUCTIONS,Use Perks to create new playable characters!,Используйте Навыки для создания новых игровых персонажей!
FULL_GAME_FEATURES,"All Characters + Character Creator\nAll Island Environments, Animals, Crops and Blueprints","Все Персонажи + Создатель Персонажей\nВсе Островные Среды, Животные, Культуры и Чертежи"
SAVING_ERROR_TEXT,"It seems there was an error while attempting to write the save file for the game. \n\nUnfortunately this means your current game can't be saved. If you have opened your save file in another program this could be the cause for the error, close that program and try saving again.\n\nIf this is not the case and this message keeps appearing, please notify us in the Steam forums and send us your Player.log file at winterspringgames@gmail.com. Our apologies for the inconvenience.\n\nIn the meantime, what would you like to do?","Похоже, произошла ошибка при попытке записать файл сохранения для игры. \n\nК сожалению, это означает, что ваша текущая игра не может быть сохранена. Если вы открыли файл сохранения в другой программе, это могло стать причиной ошибки, закройте эту программу и попробуйте сохранить снова.\n\nЕсли это не так и это сообщение продолжает появляться, пожалуйста, сообщите нам на форумах Steam и отправьте нам ваш файл Player.log на winterspringgames@gmail.com. Приносим извинения за неудобства.\n\nТем временем, что бы вы хотели сделать?"
FOR_THE_FULL_EXPERIENCE,For the full experience click on the image below:,Для полного опыта нажмите на изображение ниже:
GO_TO_MENU,Go to menu,Перейти в меню
STATS,Stats,Статистика
DIARY,Diary,Дневник
SKILLS,Skills,Навыки
JOURNAL,Journal,Журнал
BLUEPRINTS,Blueprints,Чертежи
WAITING_OPTIONS,Waiting Options,Опции Ожидания
ITEMS_LOST,Some items were lost,Некоторые предметы были потеряны
FantasySet_SetName,Stylized,Стилизованный
FantasySet_GoudyMed_SetName,Goudy Medieval,Goudy Medieval
FantasySet_GoudyMixed_SetName,Fantasy,Фэнтези
FantasySet_GoudyThirty_SetName,Goudy Thirty,Goudy Thirty
LegacySet_SetName,Accessible,Доступный
TypewriterSet_SetName,Stylized,Стилизованный
Heavy_CategoryName,Heavy,Тяжелый
Light_CategoryName,Light,Легкий
Medium_CategoryName,Medium,Средний
Agent_Badger_AgentName,Badger,Барсук
Agent_Boar_AgentName,Boar,Кабан
Agent_Doe_AgentName,Doe,Лань
Agent_Fox_AgentName,Fox,Лиса
Agent_Partridge_AgentName,Partridge,Куропатка
Agent_Stag_AgentName,Stag,Олень
Agent_Trader_AgentName,Trader,Торговец
Agent_Trader_AgentDescription,An old traveller and his mule companion are camping here. ,Здесь разбили лагерь старый путешественник и его мул-компаньон. 
Agent_Trader_Dialogs[0].DialogName,Talk,Поговорить
Agent_Wolf_AgentName,Wolf,Волк
Agent_WolfPack_AgentName,Wolf Pack,Волчья Стая
DefaultTracksCard_CardName,Tracks!,Следы!
DefaultTracksCard_CardDescription,Something left tracks!,Что-то оставило следы!
DefaultTracksCard_SpoilageTime.CardStatName,Freshness,Свежесть
RiverFishermanWest_UsageDurability.CardStatName,Nutrition,Питательность
RiverFishermanWest_FuelCapacity.CardStatName,Hydration,Гидратация
Bp_Cabin_CardName,Cabin,Хижина
Bp_Cabin_UnlockConditionsDesc,Mud Needed,Нужна Грязь
Bp_LogTrap_CardName,Log Trap,Ловушка из Бревна
Bp_LogTrap_CardDescription,A big game trap.,Ловушка для крупной дичи.
Bp_LogTrap_UnlockConditionsDesc,More Trapping Needed,Нужно Больше Ловушек
Bp_MudHut_CardName,Mud Hut,Глиняная Хижина
Bp_Planks_CardName,Wooden Planks,Деревянные Доски
Bp_Planks_CardDescription,Useful for more advanced construction.,Полезно для более сложного строительства.
Bp_StoneMortarAndPestle_CardName,Saddle Quern,Седло для Жернова
Bp_TanningPit_CardName,Tanning Pit,Яма для Дубления
Bp_TanningPit_CardDescription,A large covered pit used for converting hides into leather. Must be filled with tanning liquor to work.,"Большая крытая яма, используемая для превращения шкур в кожу. Для работы должна быть заполнена дубильной жидкостью."
Bp_TanningPit_UnlockConditionsDesc,More Leatherworking Needed,Нужно Больше Кожевенного Дела
Bp_TilledField_CardName,Tilled Field,Вспаханное Поле
Bp_TilledField_CardDescription,"A more effective way to grow crops en masse, as they require less attention than gardens and yield more.\n\n<b>Warning: </b>Wetlands and Pine groves are acidic and bad for many crops, while river areas tend to have low acidity.","Более эффективный способ массового выращивания культур, так как они требуют меньше внимания, чем сады, и дают больше урожая.\n\n<b>Предупреждение: </b>Болотистые и Сосновые рощи кислые и вредны для многих культур, в то время как речные районы имеют низкую кислотность."
Bp_Amulet_CardName*,Amulet,Амулет
Bp_ArrowBone_CardName,Bone Arrows,Костяные Стрелы
Bp_ArrowBone_CardDescription,Well balanced arrows with bone arrowheads.,Хорошо сбалансированные стрелы с костяными наконечниками.
Bp_ArrowBone_UnlockConditionsDesc,More Archery Needed,Нужно Больше Стрельбы
Bp_BarkSandals_CardName,Bark Sandals,Сандалии из Коры
Bp_BarkSandals_CardDescription,"They're not comfortable, but they should protect my feet from damage.","Они неудобные, но должны защитить мои ноги от повреждений."
Bp_Basket_CardName,Basket,Корзина
Bp_Basket_CardDescription,"Provides storage space, comfort and preserves food longer.","Обеспечивает место для хранения, комфорт и дольше сохраняет еду."
Bp_Basket_UnlockConditionsDesc,Dry Reeds Needed,Нужен Сухой Тростник
Bp_Bedroll_CardName,Bedroll,Спальный Мешок
Bp_Bedroll_CardDescription,"A portable bed. Increases wellbeing, focus and insulation while sleeping on it.","Переносная кровать. Увеличивает благосостояние, концентрацию и изоляцию во время сна на нем."
Bp_Bedroll_UnlockConditionsDesc,Leather Pants Needed,Нужны Кожаные Штаны
Bp_BoneKnife_CardName,Bone Knife,Костяной Нож
Bp_BoneKnife_CardDescription,A sharp bone knife.,Острый костяной нож.
Bp_BoneKnife_UnlockConditionsDesc,Bones Needed,Нужны Кости
Bp_BreadLoaf_CardName,Bread Loaf,Буханка Хлеба
Bp_Broom_CardName,Broom,Метла
Bp_Broom_CardDescription,Used for sweeping and cleaning indoor areas.,Используется для подметания и уборки в помещениях.
Bp_Campfire_CardName,Campfire,Костер
Bp_Campfire_CardDescription,"Perfect for cooking, should provide me with warmth and light.","Идеально для готовки, должно обеспечить меня теплом и светом."
Bp_ClayBowl_CardName,Clay Bowl,Глиняная Чаша
Bp_ClayBowl_CardDescription,"Can be used as a drinking cup, an eating bowl, or to prepare teas.","Можно использовать как чашку для питья, миску для еды или для приготовления чаев."
Bp_ClayBowl_UnlockConditionsDesc,Clay Needed,Нужна Глина
Bp_ClayCauldron_CardName,Clay Cauldron,Глиняный Котел
Bp_ClayCauldron_CardDescription,Can be used to prepare broths and stews.,Можно использовать для приготовления бульонов и рагу.
Bp_ClayCauldron_UnlockConditionsDesc,Kiln Needed,Нужен Горн
Bp_ClayJar_CardName,Clay Jar,Глиняный Кувшин
Bp_ClayJar_CardDescription,"A small sealed container, ideal for preserving spices, medicines and dried powders in general.","Небольшой герметичный контейнер, идеален для хранения специй, лекарств и сушеных порошков в общем."
Bp_ClayJar_UnlockConditionsDesc,Oven Needed,Нужна Печь
Bp_ClayPlate_CardName,Clay Plate,Глиняная Тарелка
Bp_ClayPlate_CardDescription,Serves as a basic dish for meals.,Служит в качестве базового блюда для еды.
Bp_ClayPlate_UnlockConditionsDesc,Oven Needed,Нужна Печь
Bp_ClayStoragePot_CardName,Storage Pot,Горшок для Хранения
Bp_ClayStoragePot_CardDescription,A large sealed container; preserves food and provides comfort.,Большой герметичный контейнер; сохраняет еду и обеспечивает комфорт.
Bp_ClayStoragePot_UnlockConditionsDesc,Kiln Needed,Нужен Горн
Bp_ClayVase_CardName,Clay Vase,Глиняная Ваза
Bp_ClayVase_CardDescription,A medium sized container for storing water and other liquids.,Средний по размеру контейнер для хранения воды и других жидкостей.
Bp_ClayVase_UnlockConditionsDesc,Kiln Needed,Нужен Горн
Bp_ClothLarge_CardName,Large cloth,Большая Ткань
Bp_ClothMedium_CardName,Cloth,Ткань
Bp_ClothSmall_CardName,Small Cloth,Маленькая Ткань
Bp_CookingPot_CardName,Cooking Pot,Кастрюля
Bp_CookingPot_CardDescription,A cooking pot for preparing more advanced meals. Needs to be fired in a Kiln.,Кастрюля для приготовления более сложных блюд. Нужно обжечь в Горне.
Bp_CookingPot_UnlockConditionsDesc,Oven Needed,Нужна Печь
Bp_DeadfallTrap_CardName,Deadfall Trap,Капкан
Bp_DeadfallTrap_CardDescription,Useful for catching small prey. Needs bait to work.,Полезен для ловли мелкой добычи. Нужна приманка для работы.
Bp_DoughStarter_CardName,Dough Starter,Закваска
Bp_FermentationBin_CardName,Fermentation Bin,Бродильный Бак
Bp_FermentationBin_UnlockConditionsDesc,Kiln Needed,Нужен Горн
Bp_FishBaitScraps_CardName,Fishing Bait,Приманка для Рыбалки
Bp_FishingBait_CardDescription,Can be equipped to a fishing line to substantially increase your chances of catching fish.,"Можно прикрепить к рыболовной леске, чтобы значительно увеличить шансы поймать рыбу."
Bp_FishingLine_Rustic_CardName,Fishing Line,Рыболовная Леска
Bp_FishingLine_Rustic_CardDescription,A simple tool for fishing.,Простой инструмент для рыбалки.
Bp_FlintHoe_CardName,Flint Hoe,Кремнёвая Мотыга
Bp_FlintHoe_CardDescription,Farming tool for tilling fields and improving soil structure.,Инструмент для обработки полей и улучшения структуры почвы.
Bp_Flint_Arrows_CardName,Flint Arrows,Кремнёвые Стрелы
Bp_Flint_Arrows_CardDescription,Sharp enough to pierce through the hides of larger animal.,"Достаточно острые, чтобы пробить шкуры крупных животных."
Bp_Flint_Arrows_UnlockConditionsDesc,More Archery Needed,Нужно Больше Навыков Стрельбы
Bp_Flint_Axe_CardName,Flint Axe,Кремнёвый Топор
Bp_Flint_Axe_CardDescription,"Sharp enough to cut down trees, ideal for clearing overgrowth and producing wood.","Достаточно острый, чтобы рубить деревья, идеален для расчистки зарослей и производства древесины."
