MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
GroveOak_ShadyGrove_DismantleActions[4].ActionName,East,Восток
GroveOak_ShadyGrove_DismantleActions[4].FadeMessage,Travelling East...,Путешествие на восток...
GroveOak_ShadyGrove_DismantleActions[5].ActionName,South,Юг
GroveOak_ShadyGrove_DismantleActions[5].FadeMessage,Travelling South...,Путешествие на юг...
GrovePine_DeerGrove_CardName,Deer Grove,Оленья Роща
GrovePine_DeerGrove_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Partridges, Foxes, Does, Stags, Wolves. ","<b>Сосновая Роща:\n</b>\n\n<b>Условия:</b> Кислая почва.\n\n<b>Флора:</b> Сосны, Лечебный мох, Огнекорень, Черника (лето), Сосновые орехи (осень), Мухомор.\n\n<b>Фауна:</b> Куропатки, Лисы, Лани, Олени, Волки."
GrovePine_DeerGrove_SpecialDurability1.CardStatName,Trees,Деревья
GrovePine_DeerGrove_SpecialDurability1.OnFull.ActionName,Common,Обычные
GrovePine_DeerGrove_SpecialDurability2.CardStatName,Overgrowth,Заросли
GrovePine_DeerGrove_SpecialDurability2.OnFull.ActionName,Uncommon,Необычные
GrovePine_DeerGrove_SpecialDurability3.CardStatName,Foraging,Собирательство
GrovePine_DeerGrove_SpecialDurability3.OnFull.ActionName,Rare,Редкие
GrovePine_DeerGrove_SpecialDurability4.OnFull.ActionName,Epic,Эпические
GrovePine_DeerGrove_CardInteractions[0].ActionName,Chop Wood,Рубить Дерево
GrovePine_DeerGrove_CardInteractions[1].ActionName,Chop Wood,Рубить Дерево
GrovePine_DeerGrove_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,Недостаточно древесины в этой области.
GrovePine_DeerGrove_CardInteractions[2].ActionName,Shovel Snow,Чистить Снег
GrovePine_DeerGrove_CardInteractions[3].ActionName,Shovel Snow,Чистить Снег
GrovePine_DeerGrove_OnStatsChangeActions[1].ActionName,Create Large Tree,Создать Большое Дерево
GrovePine_DeerGrove_OnStatsChangeActions[2].ActionName,Create a Pond if it is missing,"Создать Пруд, если его нет"
GrovePine_DeerGrove_DismantleActions[0].ActionName,Forage,Собирать
GrovePine_DeerGrove_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,Есть шанс получить еду и травы.
GrovePine_DeerGrove_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,Здесь больше нечего собирать.
GrovePine_DeerGrove_DismantleActions[1].ActionName,Clear,Зачистить
GrovePine_DeerGrove_DismantleActions[1].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_DeerGrove_DismantleActions[2].ActionName,Clear,Зачистить
GrovePine_DeerGrove_DismantleActions[2].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_DeerGrove_DismantleActions[5].ActionName,North,Север
GrovePine_DeerGrove_DismantleActions[5].FadeMessage,Travelling North...,Путешествие на Север...
GrovePine_DeerGrove_DismantleActions[3].ActionName,West,Запад
GrovePine_DeerGrove_DismantleActions[3].FadeMessage,Travelling West...,Путешествие на Запад...
GrovePine_DeerGrove_DismantleActions[4].ActionName,East,Восток
GrovePine_DeerGrove_DismantleActions[4].FadeMessage,Travelling East...,Путешествие на Восток...
GrovePine_HighGrove_CardName,High Grove,Высокая Роща
GrovePine_HighGrove_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels, Partridges, Foxes, Does, Stags, Wolves. ","<b>Сосновая Роща:\n</b>\n\n<b>Условия:</b> Кислая почва.\n\n<b>Флора:</b> Сосны, Лечебный Мох, Огнекорень, Черника (летом), Сосновые Орехи (осенью), Мухомор.\n\n<b>Фауна:</b> Белки, Куропатки, Лисы, Лани, Олени, Волки. "
GrovePine_HighGrove_SpecialDurability1.CardStatName,Trees,Деревья
GrovePine_HighGrove_SpecialDurability1.OnFull.ActionName,Common,Обычные
GrovePine_HighGrove_SpecialDurability2.CardStatName,Overgrowth,Заросли
GrovePine_HighGrove_SpecialDurability2.OnFull.ActionName,Uncommon,Необычные
GrovePine_HighGrove_SpecialDurability3.CardStatName,Foraging,Собирательство
GrovePine_HighGrove_SpecialDurability3.OnFull.ActionName,Rare,Редкие
GrovePine_HighGrove_SpecialDurability4.OnFull.ActionName,Epic,Эпические
GrovePine_HighGrove_CardInteractions[0].ActionName,Chop Wood,Рубить Дерево
GrovePine_HighGrove_CardInteractions[1].ActionName,Chop Wood,Рубить Дерево
GrovePine_HighGrove_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,Недостаточно древесины в этой области.
GrovePine_HighGrove_CardInteractions[2].ActionName,Shovel Snow,Чистить Снег
GrovePine_HighGrove_CardInteractions[3].ActionName,Shovel Snow,Чистить Снег
GrovePine_HighGrove_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,Сделать Молодое Сосновое Дерево
GrovePine_HighGrove_DismantleActions[0].ActionName,Forage,Собирать
GrovePine_HighGrove_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,Есть шанс получить еду и травы.
GrovePine_HighGrove_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,Здесь больше нечего собирать.
GrovePine_HighGrove_DismantleActions[1].ActionName,Clear,Зачистить
GrovePine_HighGrove_DismantleActions[1].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_HighGrove_DismantleActions[2].ActionName,Clear,Зачистить
GrovePine_HighGrove_DismantleActions[2].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_HighGrove_DismantleActions[3].ActionName,North,Север
GrovePine_HighGrove_DismantleActions[3].FadeMessage,Travelling North...,Путешествие на север...
GrovePine_HighGrove_DismantleActions[4].ActionName,West,Запад
GrovePine_HighGrove_DismantleActions[4].FadeMessage,Travelling West...,Путешествие на запад...
GrovePine_HighGrove_DismantleActions[5].ActionName,East,Восток
GrovePine_HighGrove_DismantleActions[5].FadeMessage,Travelling East...,Путешествие на восток...
GrovePine_HighGrove_DismantleActions[6].ActionName,South,Юг
GrovePine_HighGrove_DismantleActions[6].FadeMessage,Travelling South...,Путешествие на юг...
GrovePine_MountainGrove_CardName,Mountain Grove,Горная роща
GrovePine_MountainGrove_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels, Bears.","<b>Сосновая роща:\n</b>\n\n<b>Условия:</b> Кислая почва.\n\n<b>Флора:</b> Сосны, целебный мох, огнекорень, черника (летом), сосновые орехи (осенью), мухомор.\n\n<b>Фауна:</b> Белки, медведи."
GrovePine_MountainGrove_SpecialDurability1.CardStatName,Trees,Деревья
GrovePine_MountainGrove_SpecialDurability1.OnFull.ActionName,Common,Обычные
GrovePine_MountainGrove_SpecialDurability2.CardStatName,Overgrowth,Заросли
GrovePine_MountainGrove_SpecialDurability2.OnFull.ActionName,Uncommon,Необычные
GrovePine_MountainGrove_SpecialDurability3.CardStatName,Foraging,Собирательство
GrovePine_MountainGrove_SpecialDurability3.OnFull.ActionName,Rare,Редкие
GrovePine_MountainGrove_SpecialDurability4.OnFull.ActionName,Epic,Эпические
GrovePine_MountainGrove_CardInteractions[0].ActionName,Chop Wood,Рубить дрова
GrovePine_MountainGrove_CardInteractions[1].ActionName,Chop Wood,Рубить дрова
GrovePine_MountainGrove_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,Недостаточно древесины в этом районе.
GrovePine_MountainGrove_CardInteractions[2].ActionName,Shovel Snow,Чистить снег
GrovePine_MountainGrove_CardInteractions[3].ActionName,Shovel Snow,Чистить снег
GrovePine_MountainGrove_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,Сделать Молодую Сосну
GrovePine_MountainGrove_DismantleActions[0].ActionName,Forage,Собирать
GrovePine_MountainGrove_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,Есть шанс получить еду и травы.
GrovePine_MountainGrove_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,Здесь больше нечего собирать.
GrovePine_MountainGrove_DismantleActions[1].ActionName,Clear,Чистить
GrovePine_MountainGrove_DismantleActions[1].ActionDescription,Gives you wood and leaves.,Дает древесину и листья.
GrovePine_MountainGrove_DismantleActions[2].ActionName,Clear,Чистить
GrovePine_MountainGrove_DismantleActions[2].ActionDescription,Gives you wood and leaves.,Дает древесину и листья.
GrovePine_MountainGrove_DismantleActions[4].ActionName,North,Север
GrovePine_MountainGrove_DismantleActions[4].FadeMessage,Travelling North...,Путешествие на север...
GrovePine_MountainGrove_DismantleActions[3].ActionName,East,Восток
GrovePine_MountainGrove_DismantleActions[3].FadeMessage,Travelling East...,Путешествие на восток...
GrovePine_MountainGrove_DismantleActions[5].ActionName,South,Юг
GrovePine_MountainGrove_DismantleActions[5].FadeMessage,Travelling South...,Путешествие на юг...
GrovePine_MountainGrove_DismantleActions[6].ActionName, Climb Down, Спуститься вниз
GrovePine_MountainGrove_DismantleActions[6].ActionDescription,... to Dead Hollow,... к Мертвой низине
GrovePine_PeacefullGroveQWR_CardName,Peacefull Grove,Мирная роща
GrovePine_PeacefullGroveQWR_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels.","<b>Сосновая роща:\n</b>\n\n<b>Условия:</b> Кислая почва.\n\n<b>Флора:</b> Сосны, целебный мох, огнекорень, черника (летом), сосновые орехи (осенью), мухомор.\n\n<b>Фауна:</b> Белки."
GrovePine_PeacefullGroveQWR_SpecialDurability1.CardStatName,Trees,Деревья
GrovePine_PeacefullGroveQWR_SpecialDurability1.OnFull.ActionName,Common,Обычные
GrovePine_PeacefullGroveQWR_SpecialDurability2.CardStatName,Overgrowth,Заросли
GrovePine_PeacefullGroveQWR_SpecialDurability2.OnFull.ActionName,Uncommon,Необычные
GrovePine_PeacefullGroveQWR_SpecialDurability3.CardStatName,Foraging,Собирательство
GrovePine_PeacefullGroveQWR_SpecialDurability3.OnFull.ActionName,Rare,Редкие
GrovePine_PeacefullGroveQWR_SpecialDurability4.OnFull.ActionName,Epic,Эпические
GrovePine_PeacefullGroveQWR_CardInteractions[0].ActionName,Chop Wood,Рубить дрова
GrovePine_PeacefullGroveQWR_CardInteractions[1].ActionName,Chop Wood,Рубить дрова
GrovePine_PeacefullGroveQWR_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,Недостаточно древесины в этом районе.
GrovePine_PeacefullGroveQWR_CardInteractions[2].ActionName,Shovel Snow,Чистить снег
GrovePine_PeacefullGroveQWR_CardInteractions[3].ActionName,Shovel Snow,Убирать снег
GrovePine_PeacefullGroveQWR_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,Сделать Молодую Сосну
GrovePine_PeacefullGroveQWR_DismantleActions[0].ActionName,Forage,Собирать
GrovePine_PeacefullGroveQWR_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,Есть шанс получить еду и травы.
GrovePine_PeacefullGroveQWR_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,Здесь больше нечего собирать.
GrovePine_PeacefullGroveQWR_DismantleActions[1].ActionName,Clear,Зачистить
GrovePine_PeacefullGroveQWR_DismantleActions[1].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_PeacefullGroveQWR_DismantleActions[2].ActionName,Clear,Зачистить
GrovePine_PeacefullGroveQWR_DismantleActions[2].ActionDescription,Gives you wood and leaves.,"Соберите валежник, камни и всё, что может пригодиться."
GrovePine_PeacefullGroveQWR_DismantleActions[3].ActionName,North,Север
GrovePine_PeacefullGroveQWR_DismantleActions[3].FadeMessage,Travelling North...,Путешествие на север...
GrovePine_PeacefullGroveQWR_DismantleActions[4].ActionName,East,Восток
GrovePine_PeacefullGroveQWR_DismantleActions[4].FadeMessage,Travelling East...,Путешествие на восток...
GrovePine_PeacefullGroveQWR_DismantleActions[5].ActionName,South,Юг
GrovePine_PeacefullGroveQWR_DismantleActions[5].FadeMessage,Travelling South...,Путешествие на юг...
